Название,"Цена, руб.",Год выпуска,"Пробег, км.",Тип кузова,Цвет,"Объем двигателя, л.","Мощность двигателя, л/с",Тип двигателя,"Налог, руб.",Тип коробки передач,Привод,Положение руля,Состояние,Число владельцев,ПТС,"Время владения, г.",Таможня,URL адрес 
Toyota Camry VIII (XV70),2420000,2019,61063,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104790498-cdfe9c58/
Toyota Camry VII (XV50),1287000,2012,112168,седан,серый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104728494-7ec83392/
Toyota Camry VIII (XV70),2680000,2020,61800,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,1.6,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104839824-cad145f0/
Toyota Camry V (XV30),569000,2003,383970,седан,зелёный,3.0,186,Бензин,9300,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104840387-b38e1b6b/
Toyota Camry VIII (XV70),1680000,2019,76000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104632846-39dca3e8/
Toyota Camry VII (XV50) Рестайлинг 2,1225000,2017,256000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104101436-07d42ec5/
Toyota Camry VII (XV50) Рестайлинг,1317000,2017,145000,седан,коричневый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104069334-a62f4ed0/
Toyota Camry VIII (XV70),1699000,2019,68900,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104871539-b591f657/
Toyota Camry VI (XV40),765000,2008,214000,седан,серебристый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104830316-281568b5/
Toyota Camry Japan Market VII (XV50),1360000,2013,219000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.9,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104972630-51748cae/
Toyota Camry VII (XV50) Рестайлинг 2,1445000,2018,170000,седан,жёлтый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104830312-cbec7eb9/
Toyota Camry VI (XV40),673000,2006,215670,седан,серый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104830594-8aa0fbc6/
Toyota Camry VIII (XV70) Рестайлинг,2049000,2021,1809,седан,чёрный,2.0,150,Бензин,5250,вариатор,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104757190-58910667/
Toyota Camry VIII (XV70),1748000,2019,149000,седан,жёлтый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104824565-1bd06e45/
Toyota Camry VIII (XV70),2200000,2019,87500,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104971342-41ab0606/
Toyota Camry VIII (XV70),1849000,2019,77350,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104817205-12a06a38/
Toyota Camry VII (XV50) Рестайлинг,1475000,2015,83538,седан,серебристый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104817208-57d40b68/
Toyota Camry VII (XV50),1298000,2013,180449,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104817202-ca8765c8/
Toyota Camry VII (XV50) Рестайлинг 2,1590000,2017,155406,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103320846-a678c9cf/
Toyota Camry VII (XV50),1375000,2014,196100,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,7.6,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104970151-add7f480/
Toyota Camry VII (XV50) Рестайлинг 2,1750000,2017,94560,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104803640-e851bf2f/
Toyota Camry VIII (XV70),2660000,2021,20000,седан,серебристый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104969511-a57fc2ec/
Toyota Camry VII (XV50),1630000,2014,11500,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104802593-717a8368/
Toyota Camry VII (XV50),945000,2011,192912,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104782932-8067327d/
Toyota Camry VII (XV50) Рестайлинг,1625000,2016,57497,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104789511-07df1767/
Toyota Camry VIII (XV70),1898000,2019,47746,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104793396-e63f5ce9/
Toyota Camry VIII (XV70),2450000,2020,24000,седан,жёлтый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,8.7,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104842780-a4f042b5/
Toyota Camry VIII (XV70),2310000,2019,63953,седан,белый,2.5,181,Бензин,8869,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104783664-806c2e78/
Toyota Camry VII (XV50) Рестайлинг,1425000,2014,160000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,6.7,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104795163-7b7c069c/
Toyota Camry VII (XV50) Рестайлинг,1495000,2016,124824,седан,серый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104776308-57c17ef9/
Toyota Camry VIII (XV70),2000000,2020,31997,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104965645-8fc8af4d/
Toyota Camry VII (XV50),1195000,2012,148000,седан,серебристый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104965138-56b2d2b7/
Toyota Camry VIII (XV70),2090000,2018,68000,седан,синий,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104964699-d8ff7009/
Toyota Camry VIII (XV70),1799000,2020,120854,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104771011-02578b3e/
Toyota Camry Japan Market VII (XV50),1229000,2014,150000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104771017-7573e90f/
Toyota Camry VII (XV50) Рестайлинг,1470000,2015,96500,седан,серебристый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104935975-919e07ff/
Toyota Camry VIII (XV70),1945000,2018,93105,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104762671-f0d8f2f3/
Toyota Camry VIII (XV70),2575890,2020,29768,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104761208-4be5b803/
Toyota Camry VII (XV50),1062000,2013,193667,седан,белый,2.0,148,Бензин,5180,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104761914-61cabe58/
Toyota Camry VII (XV50),1249000,2013,116139,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104740167-b840a316/
Toyota Camry VIII (XV70),2345000,2018,65283,седан,белый,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.9,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104720183-ea4430b9/
Toyota Camry V (XV30),545000,2002,175482,седан,золотистый,2.4,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104694429-afba5190/
Toyota Camry VI (XV40) Рестайлинг,825000,2011,201000,седан,бежевый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104700548-68faed9f/
Toyota Camry VIII (XV70),2279000,2018,25160,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104700508-f811b713/
Toyota Camry VIII (XV70),2039000,2018,63500,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104653025-3cb725d9/
Toyota Camry V40,450000,1996,67700,седан,серый,1.8,125,Бензин,3125,автоматическая,передний,Правый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103936933-19383552/
Toyota Camry VIII (XV70) Рестайлинг,2535000,2021,114,седан,чёрный,2.5,200,Бензин,10000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104671804-b6d32a5a/
Toyota Camry VIII (XV70),2150000,2019,70000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104954672-65c9fab8/
Toyota Camry VI (XV40) Рестайлинг,815000,2010,195006,седан,серый,2.4,167,Бензин,7515,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104659038-c8755c16/
Toyota Camry VIII (XV70) Рестайлинг,2350000,2021,3800,седан,чёрный,2.0,150,Бензин,5250,вариатор,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104958138-4370c5f2/
Toyota Camry VIII (XV70) Рестайлинг,2470000,2021,102,седан,чёрный,2.5,200,Бензин,10000,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104659438-568e34c5/
Toyota Camry VII (XV50) Рестайлинг,1470000,2015,130000,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104958917-9726c5a2/
Toyota Camry VIII (XV70),1628000,2018,79373,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104657556-c03ef340/
Toyota Camry VIII (XV70),2050000,2018,82109,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104958716-7ec20c04/
Toyota Camry VII (XV50) Рестайлинг,1594000,2017,78004,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104657554-d823cf79/
Toyota Camry VII (XV50) Рестайлинг,1480000,2017,92000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.1,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1102994226-0b877726/
Toyota Camry VIII (XV70),2650000,2020,30000,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103562914-b7f8e9ca/
Toyota Camry VII (XV50) Рестайлинг,1550000,2017,105000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104863439-8db95b57/
Toyota Camry VII (XV50) Рестайлинг 2,1680000,2017,95000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1102748965-3177e52a/
Toyota Camry V (XV30) Рестайлинг,700000,2005,98000,седан,серый,2.4,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1101840613-97154ece/
Toyota Camry VII (XV50) Рестайлинг,1295000,2015,140000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104859778-5b7bc943/
Toyota Camry VII (XV50),970000,2013,222000,седан,серый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1095779206-f4a17405/
Toyota Camry VII (XV50),1250000,2014,179000,седан,серый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104944417-48cbe6d5/
Toyota Camry V (XV30),399000,2002,518712,седан,серый,2.4,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104074025-16ddfbd0/
Toyota Camry VI (XV40),725000,2007,191000,седан,серебристый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104909490-92fb7110/
Toyota Camry V (XV30) Рестайлинг,525000,2004,250000,седан,чёрный,2.4,152,Бензин,6840,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,7.5,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104779607-4c464386/
Toyota Camry VI (XV40),680000,2008,155000,седан,серебристый,3.5,277,Бензин,41550,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,10.3,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104023554-db046160/
Toyota Camry V (XV30) Рестайлинг,650000,2005,267000,седан,серебристый,2.4,159,Бензин,7155,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,16.5,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103552063-d62cb2d1/
Toyota Camry VIII (XV70),1720000,2018,70000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104872915-f33498ae/
Toyota Camry VIII (XV70),2224000,2021,5461,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,4.3,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104626600-5a22e301/
Toyota Camry VII (XV50),1339000,2013,113500,седан,чёрный,3.5,249,Бензин,18675,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,6.5,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104827059-033cbcb4/
Toyota Camry VII (XV50) Рестайлинг 2,1700000,2017,103000,седан,серый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.6,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104954933-08c2be3d/
Toyota Camry V (XV30),455000,2004,206172,седан,зелёный,2.4,152,Бензин,6840,механическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,10.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104610497-acd0d782/
Toyota Camry VI (XV40),835000,2008,173000,седан,чёрный,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104630082-1aad2176/
Toyota Camry VII (XV50) Рестайлинг,1527000,2016,85600,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,5.1,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104779642-aa946fef/
Toyota Camry VI (XV40),725000,2007,189000,седан,чёрный,3.5,277,Бензин,41550,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104909341-f16cf951/
Toyota Camry V30,80000,1992,280000,седан,чёрный,1.8,125,Бензин,3125,автоматическая,передний,Правый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104919853-b2795e56/
Toyota Camry VI (XV40) Рестайлинг,1165000,2011,189000,седан,чёрный,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,2,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104953396-285cca87/
Toyota Camry VI (XV40),670000,2007,340000,седан,серебристый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104845516-144b42e1/
Toyota Camry VIII (XV70),1580000,2018,219000,седан,чёрный,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,2.3,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104953335-7efe4bd6/
Toyota Camry VII (XV50),1100000,2014,160000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,4.1,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1071911530-e43118/
Toyota Camry VII (XV50) Рестайлинг 2,1720000,2017,102000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104952182-62a59384/
Toyota Camry VI (XV40),600000,2007,273224,седан,серый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104884524-155dfdcf/
Toyota Camry VI (XV40),745000,2008,158000,седан,серый,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,5.5,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104835654-595dfdaf/
Toyota Camry VIII (XV70),2050000,2019,88000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.1,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104789815-0fb7f617/
Toyota Camry VI (XV40),650000,2007,164000,седан,чёрный,2.4,167,Бензин,7515,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104765989-2e418a64/
Toyota Camry VIII (XV70),2190000,2019,89000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104698674-9fee9384/
Toyota Camry VIII (XV70),1970000,2019,56378,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104583155-db07f3cf/
Toyota Camry VII (XV50),1199999,2013,94732,седан,белый,2.0,148,Бензин,5180,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104608141-c0808f04/
Toyota Camry VII (XV50) Рестайлинг,1650000,2016,140500,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1101656368-bf99341b/
Toyota Camry VII (XV50),1190000,2014,84004,седан,белый,2.0,148,"Бензин, газобаллонное оборудование",5180,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104087759-a80b736c/
Toyota Camry VIII (XV70),2050000,2018,45700,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.7,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104708675-35680bb1/
Toyota Camry VIII (XV70),2000000,2018,102000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,3.1,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104632712-23c4e177/
Toyota Camry VIII (XV70),2550000,2021,12500,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104155828-54ea0bdd/
Toyota Camry VIII (XV70),1580000,2018,101000,седан,синий,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104668104-1c16f417/
Toyota Camry VIII (XV70),1925000,2018,111111,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103074808-d32d935d/
Toyota Camry VIII (XV70),2250000,2020,3800,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103921547-59f5b381/
Toyota Camry VIII (XV70),2080000,2020,10000,седан,синий,2.5,181,"Бензин, газобаллонное оборудование",9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104716288-6bb67f9f/
Toyota Camry VII (XV50),1150000,2013,240000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104759292-7c365a2b/
Toyota Camry VIII (XV70),1530000,2019,115000,седан,белый,2.0,150,Бензин,5250,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,2.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1102397226-3e6248ea/
Toyota Camry VIII (XV70),2200000,2020,9800,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103070337-8af50448/
Toyota Camry VIII (XV70),2200000,2020,9800,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103070337-8af50448/
Toyota Camry VIII (XV70),1865000,2018,92539,седан,жёлтый,2.5,181,"Бензин, газобаллонное оборудование",9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Дубликат,1.7,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1102571006-1131e4e4/
Toyota Camry VIII (XV70) Рестайлинг,2310000,2021,3400,седан,чёрный,2.0,150,Бензин,5250,вариатор,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104935961-158e96de/
Toyota Camry VIII (XV70),2190000,2019,38500,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103022417-867722d0/
Toyota Camry VIII (XV70),2070000,2018,142000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,3.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104885373-eb13cbb0/
Toyota Camry VIII (XV70),1850000,2019,110000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104768320-f469f00c/
Toyota Camry VIII (XV70),1920000,2019,30000,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,2,Оригинал,1.2,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1101990072-2f689edf/
Toyota Camry VIII (XV70),1800000,2019,80300,седан,белый,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103298744-a8330053/
Toyota Camry VIII (XV70),1900000,2019,80000,седан,чёрный,2.5,181,"Бензин, газобаллонное оборудование",9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103803549-301dde7a/
Toyota Camry VIII (XV70),2190000,2018,35000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,3 или больше,Оригинал,1.8,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1104761462-30a984b8/
Toyota Camry VII (XV50) Рестайлинг,1600000,2016,108000,седан,чёрный,2.5,181,Бензин,9050,автоматическая,передний,Левый,Не требует ремонта,1,Оригинал,,Растаможен,https://auto.ru/cars/used/sale/toyota/camry/1103453709-5e3ac796/
